  1.07331   1.07331   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.10426   1.07331   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.13521   1.07331   0.56532913E+00  0.00000000E+00  0.00000000E+00
  1.16616   1.07331   0.21743426E+01  0.00000000E+00  0.00000000E+00
  1.19711   1.07331   0.50444784E+01  0.00000000E+00  0.00000000E+00
  1.22806   1.07331   0.48574825E+02  0.00000000E+00  0.00000000E+00
  1.25901   1.07331   0.12963432E+03  0.00000000E+00  0.00000000E+00
  1.28996   1.07331   0.16046658E+02  0.00000000E+00  0.00000000E+00
  1.07331   1.10426   0.13046059E+00  0.00000000E+00  0.00000000E+00
  1.10426   1.10426   0.24352636E+01  0.00000000E+00  0.00000000E+00
  1.13521   1.10426   0.80015850E+01  0.00000000E+00  0.00000000E+00
  1.16616   1.10426   0.17742647E+02  0.00000000E+00  0.00000000E+00
  1.19711   1.10426   0.98022820E+02  0.29568834E+02  0.00000000E+00
  1.22806   1.10426   0.39871719E+03  0.11951744E+03  0.00000000E+00
  1.25901   1.10426   0.49570316E+03  0.21913370E+03  0.00000000E+00
  1.28996   1.10426   0.60881629E+01  0.00000000E+00  0.00000000E+00
  1.07331   1.13521   0.14350662E+01  0.00000000E+00  0.00000000E+00
  1.10426   1.13521   0.11871917E+02  0.00000000E+00  0.00000000E+00
  1.13521   1.13521   0.22207575E+02  0.71624322E+01  0.00000000E+00
  1.16616   1.13521   0.36985190E+03  0.17034152E+03  0.00000000E+00
  1.19711   1.13521   0.62497540E+03  0.10739771E+03  0.00000000E+00
  1.22806   1.13521   0.45602206E+03  0.98686699E+02  0.00000000E+00
  1.25901   1.13521   0.67702103E+02  0.24393038E+02  0.00000000E+00
  1.28996   1.13521   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07331   1.16616   0.70448742E+01  0.00000000E+00  0.00000000E+00
  1.10426   1.16616   0.36311516E+02  0.00000000E+00  0.00000000E+00
  1.13521   1.16616   0.45744629E+03  0.16689919E+03  0.00000000E+00
  1.16616   1.16616   0.14018893E+04  0.39772388E+03  0.00000000E+00
  1.19711   1.16616   0.10289094E+04  0.17329659E+03  0.00000000E+00
  1.22806   1.16616   0.72186867E+02  0.44129272E+02  0.00000000E+00
  1.25901   1.16616   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.28996   1.16616   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07331   1.19711   0.17264292E+02  0.00000000E+00  0.00000000E+00
  1.10426   1.19711   0.45579953E+03  0.17570224E+03  0.00000000E+00
  1.13521   1.19711   0.18554795E+04  0.29583365E+03  0.00000000E+00
  1.16616   1.19711   0.22671255E+04  0.36726590E+03  0.00000000E+00
  1.19711   1.19711   0.28628931E+03  0.79595207E+02  0.00000000E+00
  1.22806   1.19711   0.13046058E+00  0.00000000E+00  0.00000000E+00
  1.25901   1.19711   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.28996   1.19711   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07331   1.22806   0.10963036E+03  0.00000000E+00  0.00000000E+00
  1.10426   1.22806   0.14682014E+04  0.26331702E+03  0.00000000E+00
  1.13521   1.22806   0.15820083E+04  0.21002145E+03  0.00000000E+00
  1.16616   1.22806   0.26565015E+03  0.96098900E+02  0.00000000E+00
  1.19711   1.22806   0.26092118E+00  0.00000000E+00  0.00000000E+00
  1.22806   1.22806   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.25901   1.22806   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.28996   1.22806   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07331   1.25901   0.15523701E+04  0.48632968E+03  0.00000000E+00
  1.10426   1.25901   0.12098400E+04  0.34685321E+03  0.00000000E+00
  1.13521   1.25901   0.12791222E+03  0.46416061E+02  0.00000000E+00
  1.16616   1.25901   0.21743430E+00  0.00000000E+00  0.00000000E+00
  1.19711   1.25901   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.22806   1.25901   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.25901   1.25901   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.28996   1.25901   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07331   1.28996   0.55732594E+02  0.22194429E+02  0.00000000E+00
  1.10426   1.28996   0.15524814E+02  0.00000000E+00  0.00000000E+00
  1.13521   1.28996   0.43486860E-01  0.00000000E+00  0.00000000E+00
  1.16616   1.28996   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.19711   1.28996   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.22806   1.28996   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.25901   1.28996   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.28996   1.28996   0.00000000E+00  0.00000000E+00  0.00000000E+00
