  1.07488   0.27618   0.13888782E+00  0.00000000E+00  0.00000000E+00
  1.10895   0.27618   0.19444292E+01  0.00000000E+00  0.00000000E+00
  1.14302   0.27618   0.64721130E+02  0.20709059E+02  0.00000000E+00
  1.17710   0.27618   0.16665216E+03  0.54045048E+02  0.00000000E+00
  1.21117   0.27618   0.20480878E+03  0.16011418E+03  0.00000000E+00
  1.24525   0.27618   0.27607245E+03  0.84619812E+02  0.00000000E+00
  1.27932   0.27618   0.45998178E+01  0.90333706E+00  0.00000000E+00
  1.31339   0.27618   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07488   0.31025   0.28333125E+01  0.00000000E+00  0.00000000E+00
  1.10895   0.31025   0.16228194E+03  0.62921577E+02  0.00000000E+00
  1.14302   0.31025   0.41594342E+03  0.16637720E+03  0.00000000E+00
  1.17710   0.31025   0.59996069E+03  0.16726108E+03  0.00000000E+00
  1.21117   0.31025   0.10914847E+04  0.25459624E+03  0.00000000E+00
  1.24525   0.31025   0.94367328E+03  0.21824249E+03  0.00000000E+00
  1.27932   0.31025   0.40328006E+03  0.10169153E+03  0.00000000E+00
  1.31339   0.31025   0.26666477E+01  0.00000000E+00  0.00000000E+00
  1.07488   0.34432   0.63138416E+02  0.00000000E+00  0.00000000E+00
  1.10895   0.34432   0.13528868E+03  0.30210892E+02  0.00000000E+00
  1.14302   0.34432   0.37968387E+03  0.12054554E+03  0.00000000E+00
  1.17710   0.34432   0.58294067E+03  0.11885588E+03  0.00000000E+00
  1.21117   0.34432   0.88858197E+03  0.18422279E+03  0.00000000E+00
  1.24525   0.34432   0.63811328E+03  0.10180633E+03  0.00000000E+00
  1.27932   0.34432   0.71032910E+03  0.16950244E+03  0.00000000E+00
  1.31339   0.34432   0.61127171E+02  0.20040522E+02  0.00000000E+00
  1.07488   0.37840   0.86471573E+02  0.00000000E+00  0.00000000E+00
  1.10895   0.37840   0.16276120E+03  0.78989464E+02  0.00000000E+00
  1.14302   0.37840   0.50625620E+03  0.15361029E+03  0.00000000E+00
  1.17710   0.37840   0.53190900E+03  0.11170128E+03  0.00000000E+00
  1.21117   0.37840   0.84649390E+03  0.14230171E+03  0.00000000E+00
  1.24525   0.37840   0.74293030E+03  0.10947148E+03  0.00000000E+00
  1.27932   0.37840   0.39515555E+03  0.94592468E+02  0.00000000E+00
  1.31339   0.37840   0.31291206E+02  0.45521970E+01  0.00000000E+00
  1.07488   0.41247   0.76419312E+02  0.12094796E+02  0.00000000E+00
  1.10895   0.41247   0.15432324E+03  0.47877171E+02  0.00000000E+00
  1.14302   0.41247   0.40481738E+03  0.10044756E+03  0.00000000E+00
  1.17710   0.41247   0.10028656E+04  0.19492714E+03  0.00000000E+00
  1.21117   0.41247   0.10731825E+04  0.18208606E+03  0.00000000E+00
  1.24525   0.41247   0.11322589E+04  0.20077393E+03  0.00000000E+00
  1.27932   0.41247   0.41204950E+03  0.11133732E+03  0.00000000E+00
  1.31339   0.41247   0.33610876E+01  0.00000000E+00  0.00000000E+00
  1.07488   0.44655   0.19849123E+02  0.41475215E+01  0.00000000E+00
  1.10895   0.44655   0.26233279E+03  0.65236000E+02  0.00000000E+00
  1.14302   0.44655   0.45607449E+03  0.14647452E+03  0.00000000E+00
  1.17710   0.44655   0.83823511E+03  0.14016833E+03  0.00000000E+00
  1.21117   0.44655   0.75166895E+03  0.12126183E+03  0.00000000E+00
  1.24525   0.44655   0.71045306E+03  0.11391683E+03  0.00000000E+00
  1.27932   0.44655   0.73552231E+02  0.25700680E+02  0.00000000E+00
  1.31339   0.44655   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07488   0.48062   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.10895   0.48062   0.10476715E+02  0.45868496E+02  0.00000000E+00
  1.14302   0.48062   0.33736801E+03  0.65661186E+02  0.00000000E+00
  1.17710   0.48062   0.49832877E+03  0.99792053E+02  0.00000000E+00
  1.21117   0.48062   0.79190369E+03  0.16333627E+03  0.00000000E+00
  1.24525   0.48062   0.87185677E+02  0.36640099E+02  0.00000000E+00
  1.27932   0.48062   0.30555320E+00  0.00000000E+00  0.00000000E+00
  1.31339   0.48062   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.07488   0.51469   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.10895   0.51469   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.14302   0.51469   0.97107458E+01  0.63013859E+01  0.00000000E+00
  1.17710   0.51469   0.39154266E+02  0.13267248E+02  0.00000000E+00
  1.21117   0.51469   0.74306951E+01  0.20432074E+01  0.00000000E+00
  1.24525   0.51469   0.27777564E-01  0.00000000E+00  0.00000000E+00
  1.27932   0.51469   0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.31339   0.51469   0.00000000E+00  0.00000000E+00  0.00000000E+00
