  1.09306  15.00000   0.10588366E+02  0.76081376E+01  0.00000000E+00
  1.16349  15.00000   0.65845184E+02  0.39423405E+02  0.00000000E+00
  1.23392  15.00000   0.15910960E+03  0.84427429E+02  0.00000000E+00
  1.30435  15.00000   0.80933372E+02  0.20985149E+02  0.00000000E+00
  1.37478  15.00000   0.38067474E+02  0.19444742E+02  0.00000000E+00
  1.44521  15.00000   0.64356675E+01  0.37040730E+01  0.00000000E+00
  1.09306  45.00000   0.27160883E+01  0.89264268E+00  0.00000000E+00
  1.16349  45.00000   0.59780628E+02  0.89853230E+01  0.00000000E+00
  1.23392  45.00000   0.10909718E+03  0.11858003E+02  0.00000000E+00
  1.30435  45.00000   0.66835991E+02  0.89853210E+01  0.00000000E+00
  1.37478  45.00000   0.69642799E+02  0.13134460E+02  0.00000000E+00
  1.44521  45.00000   0.73426676E+01  0.27570052E+01  0.00000000E+00
  1.09306  74.99999   0.90662003E+01  0.23050647E+01  0.00000000E+00
  1.16349  74.99999   0.49035236E+02  0.42042003E+01  0.00000000E+00
  1.23392  74.99999   0.10084910E+03  0.61042566E+01  0.00000000E+00
  1.30435  74.99999   0.55807907E+02  0.44914637E+01  0.00000000E+00
  1.37478  74.99999   0.28524750E+02  0.30920367E+01  0.00000000E+00
  1.44521  74.99999   0.84586439E+01  0.47265444E+01  0.00000000E+00
  1.09306 105.00000   0.59434886E+01  0.15798684E+01  0.00000000E+00
  1.16349 105.00000   0.65717239E+02  0.46014671E+01  0.00000000E+00
  1.23392 105.00000   0.10737601E+03  0.62703652E+01  0.00000000E+00
  1.30435 105.00000   0.44855965E+02  0.36780369E+01  0.00000000E+00
  1.37478 105.00000   0.25176748E+02  0.29973555E+01  0.00000000E+00
  1.44521 105.00000   0.53559399E+01  0.17472214E+01  0.00000000E+00
  1.09306 135.00000   0.13146638E+02  0.79026246E+01  0.00000000E+00
  1.16349 135.00000   0.61498322E+02  0.57265840E+01  0.00000000E+00
  1.23392 135.00000   0.11254745E+03  0.72625484E+01  0.00000000E+00
  1.30435 135.00000   0.40103710E+02  0.49399052E+01  0.00000000E+00
  1.37478 135.00000   0.18282314E+02  0.29967682E+01  0.00000000E+00
  1.44521 135.00000   0.39599969E+01  0.18243847E+01  0.00000000E+00
  1.09306 165.00000   0.10057860E+02  0.00000000E+00  0.00000000E+00
  1.16349 165.00000   0.79294273E+02  0.27233627E+02  0.00000000E+00
  1.23392 165.00000   0.91100006E+02  0.19250462E+02  0.00000000E+00
  1.30435 165.00000   0.44149914E+02  0.11974710E+02  0.00000000E+00
  1.37478 165.00000   0.16108294E+02  0.44776144E+01  0.00000000E+00
  1.44521 165.00000   0.24099097E+01  0.00000000E+00  0.00000000E+00
