1.4125 5.24453831 0.610907197
1.4375 6.66476536 0.967257142
1.4625 7.39188147 0.668825209
1.4875 10.2550077 1.053494100
1.5125 11.6372356 1.257341620
1.5375 10.1389189 1.211005810
1.5625 9.29520702 1.151953220
1.5875 10.4335203 1.008001330
1.6125 11.0278826 1.271369340
1.6375 11.7843904 0.885220051
1.6675 14.9702291 1.566690090
1.6875 15.0788097 1.179698110
1.7125 17.4608116 1.292813660
1.7375 14.0796309 1.186357380
1.7625 12.8859959 0.921001494
1.7875 11.7786083 1.109180450
1.8125 11.9462843 0.864417374
1.8375 10.6823359 0.713280439
1.8625 11.8761101 0.964716315
1.8875 12.3004637 0.936102867
1.9125 10.9821444 0.841476858
1.9375 10.9238119 0.787592292
1.9625 10.1502590 0.691536903
1.9875 10.0668840 0.627027154
2.0125 9.34856892 0.768737137
2.0375 8.78858757 0.500040472
2.0625 8.04078102 0.576796055
2.0875 7.96072578 0.511067390
