1.4125 5.47446299 0.881877780
1.4375 6.07590771 0.677910149
1.4625 7.96969700 0.733562589
1.4875 10.0929089 0.904369414
1.5125 11.5582790 1.045938130
1.5375 9.00147057 0.973746300
1.5625 8.82408333 0.848801613
1.5875 9.19545937 0.919086158
1.6125 9.19347954 0.866956770
1.6375 10.1782866 0.781590164
1.6675 13.0522928 1.775348540
1.6875 12.6859159 0.823242724
1.7125 16.7680111 1.337301490
1.7375 13.4368162 1.043950800
1.7625 12.0897856 0.870902956
1.7875 10.8080759 0.897614896
1.8125 10.8249826 0.724827290
1.8375 10.1633158 0.791947961
1.8625 9.64160347 0.632851541
1.8875 9.94168568 0.692710340
1.9125 8.99844551 0.538897932
1.9375 9.90506744 0.562972724
1.9625 9.94265175 0.647352695
1.9875 8.53974152 0.639065623
2.0125 8.09156227 0.466792315
2.0375 7.66104841 0.635768294
2.0625 7.71651602 0.424447268
2.0875 6.87942600 0.434880465
