1.4125 0.433909 0.0677727
1.4375 0.615911 0.0946465
1.4625 0.838868 0.125839
1.4875 1.11138 0.164728
1.5125 1.38449 0.204201
1.5375 1.17613 0.173381
1.5625 1.39926 0.205383
1.5875 1.30191 0.194046
1.6125 1.30683 0.191607
1.6375 1.49494 0.217886
1.6625 2.12594 0.310301
1.6875 2.39061 0.34662
1.7125 3.36784 0.4845
1.7375 3.24027 0.466025
1.7625 2.75205 0.397861
1.7875 2.70146 0.3931
1.8125 2.5596 0.369912
1.8375 2.24878 0.325886
1.8625 2.50202 0.361499
1.8875 2.28228 0.331441
1.9125 2.41368 0.351897
1.9375 2.14081 0.310784
1.9625 2.10912 0.306202
1.9875 2.13165 0.310073

