  1.08397  0.74138913E+01  0.11094241E+01  0.00000000E+00
  1.13623  0.26776346E+02  0.24432671E+01  0.00000000E+00
  1.18849  0.45322784E+02  0.27114971E+01  0.00000000E+00
  1.24075  0.61127003E+02  0.61785202E+01  0.00000000E+00
  1.29301  0.59346157E+02  0.33824687E+01  0.00000000E+00
  1.34526  0.81212151E+02  0.41201372E+01  0.00000000E+00
  1.39752  0.93814240E+02  0.37366171E+01  0.00000000E+00
  1.44978  0.11471341E+03  0.72930889E+01  0.00000000E+00
  1.50204  0.62326641E+02  0.62033534E+01  0.00000000E+00
  1.55430  0.74505038E+01  0.17873540E+01  0.00000000E+00
