  0.28527  0.13536267E+02  0.20706794E+01  0.00000000E+00
  0.33753  0.50663956E+02  0.42487717E+01  0.00000000E+00
  0.38979  0.56467274E+02  0.33615274E+01  0.00000000E+00
  0.44205  0.59102394E+02  0.32697351E+01  0.00000000E+00
  0.49431  0.64273270E+02  0.36896064E+01  0.00000000E+00
  0.54656  0.72054352E+02  0.57131295E+01  0.00000000E+00
  0.59882  0.81154167E+02  0.72764201E+01  0.00000000E+00
  0.65108  0.71898598E+02  0.43228221E+01  0.00000000E+00
  0.70334  0.70326050E+02  0.45182433E+01  0.00000000E+00
  0.75560  0.15793324E+02  0.16870705E+01  0.00000000E+00
