  9.00000  0.42946506E+01  0.11227021E+01  0.00000000E+00
 27.00000  0.50805202E+01  0.12014303E+01  0.00000000E+00
 45.00000  0.53585796E+01  0.11879940E+01  0.00000000E+00
 63.00000  0.54952936E+01  0.13796500E+01  0.00000000E+00
 81.00000  0.49394593E+01  0.81391180E+00  0.00000000E+00
 98.99999  0.54414568E+01  0.66007525E+00  0.00000000E+00
117.00000  0.50778804E+01  0.65601051E+00  0.00000000E+00
135.00000  0.64733076E+01  0.13893731E+01  0.00000000E+00
153.00000  0.63043141E+01  0.13859491E+01  0.00000000E+00
171.00000  0.45921240E+01  0.14006418E+01  0.00000000E+00
