  0.27561  15.00000   0.22475235E+02  0.12347187E+02  0.00000000E+00
  0.30854  15.00000   0.64685249E+02  0.21394442E+02  0.00000000E+00
  0.34147  15.00000   0.19317778E+03  0.59816738E+02  0.00000000E+00
  0.37440  15.00000   0.11811642E+03  0.26981617E+02  0.00000000E+00
  0.40733  15.00000   0.49267715E+02  0.19265490E+02  0.00000000E+00
  0.44026  15.00000   0.99018931E+00  0.00000000E+00  0.00000000E+00
  0.27561  45.00000   0.23679104E+02  0.11625330E+02  0.00000000E+00
  0.30854  45.00000   0.91553230E+02  0.17516121E+02  0.00000000E+00
  0.34147  45.00000   0.10583272E+03  0.15191062E+02  0.00000000E+00
  0.37440  45.00000   0.80600220E+02  0.12830304E+02  0.00000000E+00
  0.40733  45.00000   0.25876249E+02  0.58767142E+01  0.00000000E+00
  0.44026  45.00000   0.69491494E+00  0.17693774E+00  0.00000000E+00
  0.27561  74.99999   0.32264027E+02  0.13540329E+02  0.00000000E+00
  0.30854  74.99999   0.95382828E+02  0.17743542E+02  0.00000000E+00
  0.34147  74.99999   0.50588776E+02  0.10540591E+02  0.00000000E+00
  0.37440  74.99999   0.55980129E+02  0.92613058E+01  0.00000000E+00
  0.40733  74.99999   0.29277063E+02  0.42811861E+01  0.00000000E+00
  0.44026  74.99999   0.51530623E+00  0.42260557E+00  0.00000000E+00
  0.27561 105.00000   0.13248397E+02  0.46287479E+01  0.00000000E+00
  0.30854 105.00000   0.12086818E+03  0.46590641E+02  0.00000000E+00
  0.34147 105.00000   0.42811028E+02  0.89823275E+01  0.00000000E+00
  0.37440 105.00000   0.45282005E+02  0.91404495E+01  0.00000000E+00
  0.40733 105.00000   0.29004610E+02  0.85328846E+01  0.00000000E+00
  0.44026 105.00000   0.54528224E+00  0.28423786E+00  0.00000000E+00
  0.27561 135.00000   0.38720116E+02  0.18604074E+02  0.00000000E+00
  0.30854 135.00000   0.82548103E+02  0.18879147E+02  0.00000000E+00
  0.34147 135.00000   0.57745270E+02  0.10863673E+02  0.00000000E+00
  0.37440 135.00000   0.51923073E+02  0.13733495E+02  0.00000000E+00
  0.40733 135.00000   0.31725821E+02  0.85233526E+01  0.00000000E+00
  0.44026 135.00000   0.26834083E+00  0.00000000E+00  0.00000000E+00
  0.27561 165.00000   0.15112280E+02  0.52800703E+01  0.00000000E+00
  0.30854 165.00000   0.93089813E+02  0.28624735E+02  0.00000000E+00
  0.34147 165.00000   0.81277420E+02  0.24687111E+02  0.00000000E+00
  0.37440 165.00000   0.48424320E+02  0.15226347E+02  0.00000000E+00
  0.40733 165.00000   0.33321751E+02  0.14953688E+02  0.00000000E+00
  0.44026 165.00000   0.61568266E+00  0.13166291E+00  0.00000000E+00
