1.4125 1.61262 0.0801966
1.4375 2.10615 0.0859169
1.4625 3.00869 0.107788
1.4875 3.50666 0.109847
1.5125 4.17482 0.125813
1.5375 3.97846 0.118454
1.5625 3.91959 0.116745
1.5875 3.97051 0.11421
1.6125 4.17103 0.117711
1.6375 5.03232 0.131284
1.6625 5.73492 0.144436
1.6875 7.48542 0.164292
1.7125 8.40534 0.175745
1.7375 7.77707 0.168318
1.7625 7.08931 0.161887
1.7875 6.53221 0.151963
1.8125 6.20253 0.14575
1.8375 6.70523 0.170395
1.8625 6.51299 0.15249
1.8875 6.85793 0.15193
1.9125 6.54257 0.146956
1.9375 6.64402 0.144433
1.9625 6.61402 0.154103
1.9875 6.35141 0.14473
