1.4125 1.61262 0.239588
1.4375 2.10615 0.307123
1.4625 3.00869 0.43479
1.4875 3.50666 0.503072
1.5125 4.17482 0.597863
1.5375 3.97846 0.56944
1.5625 3.91959 0.561024
1.5875 3.97051 0.567483
1.6125 4.17103 0.59569
1.6375 5.03232 0.716653
1.6625 5.73492 0.815777
1.6875 7.48542 1.06076
1.7125 8.40534 1.1898
1.7375 7.77707 1.10172
1.7625 7.08931 1.00562
1.7875 6.53221 0.92705
1.8125 6.20253 0.880501
1.8375 6.70523 0.954072
1.8625 6.51299 0.924481
1.8875 6.85793 0.972056
1.9125 6.54257 0.927673
1.9375 6.64402 0.94131
1.9625 6.61402 0.938699
1.9875 6.35141 0.900899

