  9.00000  0.39929585E+01  0.13482132E+01  0.00000000E+00
 27.00000  0.25578175E+01  0.68286419E+00  0.00000000E+00
 45.00000  0.46856728E+01  0.15584848E+01  0.00000000E+00
 63.00000  0.27428651E+01  0.75992912E+00  0.00000000E+00
 81.00000  0.37867525E+01  0.71499097E+00  0.00000000E+00
 98.99999  0.42429867E+01  0.12855531E+01  0.00000000E+00
117.00000  0.60847406E+01  0.10285901E+01  0.00000000E+00
135.00000  0.74121423E+01  0.16730677E+01  0.00000000E+00
153.00000  0.11162913E+02  0.31319098E+01  0.00000000E+00
171.00000  0.67397490E+01  0.26341267E+01  0.00000000E+00
