  9.00000  0.44416871E+01  0.11851001E+01  0.00000000E+00
 27.00000  0.64872317E+01  0.24651210E+01  0.00000000E+00
 45.00000  0.68371210E+01  0.14962916E+01  0.00000000E+00
 63.00000  0.59740162E+01  0.17951689E+01  0.00000000E+00
 81.00000  0.28771648E+01  0.52694023E+00  0.00000000E+00
 98.99999  0.22158070E+01  0.57437670E+00  0.00000000E+00
117.00000  0.57911005E+01  0.11891280E+01  0.00000000E+00
135.00000  0.50497518E+01  0.20293419E+01  0.00000000E+00
153.00000  0.33797956E+01  0.87820572E+00  0.00000000E+00
171.00000  0.60510836E+01  0.27384326E+01  0.00000000E+00
