12.8571 4.25811 0.394906
38.5714 5.00108 0.301482
64.2857 5.74991 0.313571
90 6.32132 0.326109
115.714 8.13107 0.45459
141.429 13.58 0.897729
167.143 16.6418 1.77283
192.857 16.6418 1.77283
218.571 13.58 0.897729
244.286 8.13107 0.45459
270 6.32132 0.326109
295.714 5.74991 0.313571
321.429 5.00108 0.301482
347.143 4.25811 0.394906
