1.4125 0.295167 0.0282429
1.4375 0.438695 0.035781
1.4625 0.557787 0.0427548
1.4875 0.699315 0.0470889
1.5125 0.913445 0.0569557
1.5375 0.796814 0.0480785
1.5625 0.707636 0.0475445
1.5875 0.713086 0.0520459
1.6125 0.880069 0.0580096
1.6375 0.857097 0.0501171
1.6625 1.12918  0.0610481
1.6875 1.52618  0.0737504
1.7125 1.79639  0.0848081
1.7375 1.78253  0.0900857
1.7625 1.67669  0.089203
1.7875 1.5031   0.0758142
1.8125 1.70387  0.0933117
1.8375 1.4548   0.0765216
1.8625 1.40674  0.0753603
1.8875 1.38169  0.0744783
1.9125 1.3964   0.0762338
1.9375 1.44699  0.0752065
1.9625 1.29103  0.0804004
1.9875 1.36911  0.0798571
