1.3125 1.52898571 0.15249811
1.3375 3.04683941 0.23984340
1.3625 6.29239134 0.45495927
1.3875 10.03618871 0.64919513
1.4125 13.16525060 0.82242417
1.4375 15.29371473 0.95033115
1.4625 17.55706093 1.11159444
1.4875 20.71167518 1.38102031
1.5125 21.00663745 1.50024068
1.5375 19.70254246 1.46376681
1.5625 18.64109111 1.34824836
1.5875 17.97156549 1.37857401
1.6125 18.25096276 1.35816562
1.6375 19.39484124 1.40122187
1.6625 20.65146542 1.62552130
1.6875 22.14818086 1.72334945
1.7125 22.46562441 1.68427896
1.7375 20.12498555 1.61381567
