1.3125 1.92519249 0.17166860
1.3375 4.42511771 0.36172125
1.3625 8.68537930 0.59656417
1.3875 12.98864485 0.86153692
1.4125 17.25725926 1.12207055
1.4375 19.85309350 1.30699098
1.4625 22.49812137 1.40164793
1.4875 25.69130638 1.84276843
1.5125 26.00105775 1.85080957
1.5375 25.65104915 1.79516935
1.5625 24.28424214 1.94925797
1.5875 23.96802285 1.83227086
1.6125 24.44193028 1.97192442
1.6375 25.15709709 1.86731243
1.6625 25.86192310 2.02472258
1.6875 26.83118400 1.95499074
1.7125 27.02993263 2.04700804
1.7375 23.93645690 1.92034936
1.7625 19.64490342 1.66088665
1.7875 17.70953304 1.51015770
