1.3125 1.49750142 0.13669875
1.3375 3.49068653 0.33940572
1.3625 6.99802603 0.47819898
1.3875 10.82386085 0.70257348
1.4125 14.43484195 0.90596402
1.4375 16.48888904 1.04139102
1.4625 19.39228104 1.20317340
1.4875 22.77656953 1.66381252
1.5125 22.99832658 1.58620799
1.5375 22.81167885 1.47341228
1.5625 21.42327970 1.66542447
1.5875 20.74632385 1.56337845
1.6125 20.27643859 1.55666733
1.6375 20.44034156 1.43713152
1.6625 21.08369525 1.56670070
1.6875 22.69107640 1.75540936
1.7125 23.18565616 1.67764056
1.7375 20.92022048 1.66720128
1.7625 17.94164957 1.48108268
