1.3125 1.49750142 0.08898758
1.3375 3.49068653 0.15181463
1.3625 6.99802603 0.16185900
1.3875 10.82386085 0.23540458
1.4125 14.43484195 0.24294600
1.4375 16.48888904 0.24863561
1.4625 19.39228104 0.25077122
1.4875 22.77656953 0.31548676
1.5125 22.99832658 0.35140322
1.5375 22.81167885 0.40193970
1.5625 21.42327970 0.34020021
1.5875 20.74632385 0.29741709
1.6125 20.27643859 0.28041526
1.6375 20.44034156 0.30719049
1.6625 21.08369525 0.28164301
1.6875 22.69107640 0.34254657
1.7125 23.18565616 0.32590717
1.7375 20.92022048 0.29693689
1.7625 17.94164957 0.26742342
