1.4125 1.02251 0.0400836
1.4375 1.47937 0.0480685
1.4625 2.13827 0.0657368
1.4875 3.0234  0.0901088
1.5125 3.61492 0.105353
1.5375 3.03853 0.0815466
1.5625 3.10004 0.0826347
1.5875 3.12479 0.0869156
1.6125 3.33492 0.0933152
1.6375 3.74396 0.098848
1.6625 4.85079 0.117059
1.6875 5.89797 0.125228
1.7125 6.99968 0.139765
1.7375 6.75035 0.139597
1.7625 5.89556 0.131032
1.7875 5.11407 0.112025
1.8125 5.36157 0.122924
1.8375 5.19324 0.125127
1.8625 5.28604 0.117671
1.8875 5.16089 0.114373
1.9125 5.2001  0.126655
1.9375 4.8657  0.115122
1.9625 4.95626 0.119164
1.9875 4.36291 0.100701
