  1.07331  11.25000   0.68824368E+01  0.00000000E+00  0.00000000E+00
  1.10426  11.25000   0.27455931E+02  0.98531132E+01  0.00000000E+00
  1.13521  11.25000   0.70391846E+02  0.24495829E+02  0.00000000E+00
  1.16616  11.25000   0.15192480E+03  0.52826813E+02  0.00000000E+00
  1.19711  11.25000   0.23826051E+03  0.75059692E+02  0.00000000E+00
  1.22806  11.25000   0.17610397E+03  0.60443901E+02  0.00000000E+00
  1.25901  11.25000   0.10410648E+03  0.51326321E+02  0.00000000E+00
  1.28996  11.25000   0.23230033E+01  0.00000000E+00  0.00000000E+00
  1.07331  33.75000   0.54466424E+01  0.00000000E+00  0.00000000E+00
  1.10426  33.75000   0.62500305E+02  0.28189812E+02  0.00000000E+00
  1.13521  33.75000   0.77662895E+02  0.21389923E+02  0.00000000E+00
  1.16616  33.75000   0.92988480E+02  0.16914188E+02  0.00000000E+00
  1.19711  33.75000   0.15670383E+03  0.31526840E+02  0.00000000E+00
  1.22806  33.75000   0.11431102E+03  0.31058790E+02  0.00000000E+00
  1.25901  33.75000   0.41460876E+02  0.12286359E+02  0.00000000E+00
  1.28996  33.75000   0.13008771E+01  0.13554920E+00  0.00000000E+00
  1.07331  56.24999   0.81851521E+01  0.50915260E+01  0.00000000E+00
  1.10426  56.24999   0.21749872E+02  0.77088332E+01  0.00000000E+00
  1.13521  56.24999   0.39489140E+02  0.12818811E+02  0.00000000E+00
  1.16616  56.24999   0.11302874E+03  0.20184544E+02  0.00000000E+00
  1.19711  56.24999   0.10081836E+03  0.16223957E+02  0.00000000E+00
  1.22806  56.24999   0.11789714E+03  0.24431637E+02  0.00000000E+00
  1.25901  56.24999   0.55873398E+02  0.15096982E+02  0.00000000E+00
  1.28996  56.24999   0.14871112E+01  0.13910314E+01  0.00000000E+00
  1.07331  78.75000   0.45001988E+01  0.00000000E+00  0.00000000E+00
  1.10426  78.75000   0.18675514E+02  0.60912604E+01  0.00000000E+00
  1.13521  78.75000   0.12217192E+02  0.90724745E+01  0.00000000E+00
  1.16616  78.75000   0.47820847E+02  0.80620232E+01  0.00000000E+00
  1.19711  78.75000   0.10774742E+03  0.22588833E+02  0.00000000E+00
  1.22806  78.75000   0.11722387E+03  0.23792238E+02  0.00000000E+00
  1.25901  78.75000   0.43500587E+02  0.13229525E+02  0.00000000E+00
  1.28996  78.75000   0.23323305E+01  0.14723229E+01  0.00000000E+00
  1.07331 101.24999   0.44399285E+01  0.00000000E+00  0.00000000E+00
  1.10426 101.24999   0.17949873E+02  0.93923664E+01  0.00000000E+00
  1.13521 101.24999   0.15143185E+02  0.58374801E+01  0.00000000E+00
  1.16616 101.24999   0.52033703E+02  0.22352016E+02  0.00000000E+00
  1.19711 101.24999   0.56394100E+02  0.10826066E+02  0.00000000E+00
  1.22806 101.24999   0.37413448E+02  0.12323506E+02  0.00000000E+00
  1.25901 101.24999   0.51664440E+02  0.15379609E+02  0.00000000E+00
  1.28996 101.24999   0.70315576E+00  0.00000000E+00  0.00000000E+00
  1.07331 123.74999   0.35276101E+01  0.00000000E+00  0.00000000E+00
  1.10426 123.74999   0.16597679E+02  0.65194440E+01  0.00000000E+00
  1.13521 123.74999   0.18845301E+02  0.55679297E+01  0.00000000E+00
  1.16616 123.74999   0.60208519E+02  0.25120514E+02  0.00000000E+00
  1.19711 123.74999   0.58238323E+02  0.12474363E+02  0.00000000E+00
  1.22806 123.74999   0.62290497E+02  0.17507263E+02  0.00000000E+00
  1.25901 123.74999   0.51279648E+02  0.15181917E+02  0.00000000E+00
  1.28996 123.74999   0.31120319E+01  0.18300700E+01  0.00000000E+00
  1.07331 146.25000   0.39418497E+01  0.00000000E+00  0.00000000E+00
  1.10426 146.25000   0.21551516E+02  0.10696779E+02  0.00000000E+00
  1.13521 146.25000   0.46222065E+02  0.13625622E+02  0.00000000E+00
  1.16616 146.25000   0.43240314E+02  0.10400176E+02  0.00000000E+00
  1.19711 146.25000   0.53544773E+02  0.11911093E+02  0.00000000E+00
  1.22806 146.25000   0.73179504E+02  0.19011408E+02  0.00000000E+00
  1.25901 146.25000   0.51153149E+02  0.19472174E+02  0.00000000E+00
  1.28996 146.25000   0.15149269E+01  0.00000000E+00  0.00000000E+00
  1.07331 168.75000   0.65794315E+01  0.00000000E+00  0.00000000E+00
  1.10426 168.75000   0.17317179E+02  0.52916689E+01  0.00000000E+00
  1.13521 168.75000   0.17111296E+02  0.40608697E+01  0.00000000E+00
  1.16616 168.75000   0.64786499E+02  0.20295712E+02  0.00000000E+00
  1.19711 168.75000   0.82778976E+02  0.28275249E+02  0.00000000E+00
  1.22806 168.75000   0.37980713E+02  0.13197088E+02  0.00000000E+00
  1.25901 168.75000   0.38493820E+02  0.18011562E+02  0.00000000E+00
  1.28996 168.75000   0.37225740E+01  0.00000000E+00  0.00000000E+00
