  1.08147  0.68789420E+01  0.11859243E+01  0.00000000E+00
  1.12873  0.37846916E+02  0.38702345E+01  0.00000000E+00
  1.17599  0.83526794E+02  0.49096103E+01  0.00000000E+00
  1.22325  0.14434792E+03  0.89295769E+01  0.00000000E+00
  1.27051  0.96422630E+02  0.61848092E+01  0.00000000E+00
  1.31776  0.64251358E+02  0.49416461E+01  0.00000000E+00
  1.36502  0.45633987E+02  0.31126940E+01  0.00000000E+00
  1.41228  0.34446205E+02  0.27687569E+01  0.00000000E+00
  1.45954  0.17570467E+02  0.20044317E+01  0.00000000E+00
  1.50680  0.30131116E+01  0.11042076E+01  0.00000000E+00
