  9.00000  0.12781913E+02  0.14593779E+01  0.00000000E+00
 27.00000  0.18640118E+02  0.23224177E+01  0.00000000E+00
 45.00000  0.15127882E+02  0.14351685E+01  0.00000000E+00
 63.00000  0.12416122E+02  0.80394691E+00  0.00000000E+00
 81.00000  0.11538267E+02  0.48597026E+00  0.00000000E+00
 98.99999  0.11410849E+02  0.46586338E+00  0.00000000E+00
117.00000  0.11799548E+02  0.56999028E+00  0.00000000E+00
135.00000  0.11833362E+02  0.60446411E+00  0.00000000E+00
153.00000  0.14646642E+02  0.19170026E+01  0.00000000E+00
171.00000  0.10351759E+02  0.60103738E+00  0.00000000E+00
