1.3125 1.26087112 0.09424920
1.3375 3.14801982 0.16643891
1.3625 6.14365918 0.16098381
1.3875 9.24550795 0.21753498
1.4125 11.87196854 0.24541109
1.4375 13.79729098 0.26342482
1.4625 15.33473331 0.25237749
1.4875 17.73700518 0.33251353
1.5125 17.83213782 0.29220789
1.5375 18.17654370 0.36671870
1.5625 17.53168155 0.32228651
1.5875 18.00475282 0.32671103
1.6125 17.90855895 0.34285879
1.6375 18.23015465 0.32915142
1.6625 19.60273536 0.33158231
1.6875 20.26443586 0.38006936
1.7125 20.00019276 0.33014179
