1.3125 1.26087112 0.14634125
1.3375 3.14801982 0.26612329
1.3625 6.14365918 0.44361970
1.3875 9.24550795 0.62145472
1.4125 11.87196854 0.76616818
1.4375 13.79729098 0.93254602
1.4625 15.33473331 0.97124356
1.4875 17.73700518 1.29149640
1.5125 17.83213782 1.20965290
1.5375 18.17654370 1.25961876
1.5625 17.53168155 1.26414049
1.5875 18.00475282 1.32633114
1.6125 17.90855895 1.45562840
1.6375 18.23015465 1.33953047
1.6625 19.60273536 1.34518743
1.6875 20.26443586 1.68279517
1.7125 20.00019276 1.66828239
