  1.10022  0.21291046E+01  0.53543574E+00  0.00000000E+00
  1.18498  0.15685193E+02  0.58309832E+01  0.00000000E+00
  1.26974  0.10594933E+02  0.22949290E+01  0.00000000E+00
  1.35450  0.12313411E+02  0.32633049E+01  0.00000000E+00
  1.43926  0.85617151E+01  0.10498877E+01  0.00000000E+00
  1.52401  0.12828238E+02  0.34372563E+01  0.00000000E+00
  1.60877  0.13958986E+02  0.18895382E+01  0.00000000E+00
  1.69353  0.18509747E+02  0.23717456E+01  0.00000000E+00
  1.77829  0.12119707E+02  0.27556176E+01  0.00000000E+00
  1.86305  0.35946510E+01  0.15330491E+01  0.00000000E+00
